overall_rating,rating_norm,rating_label,likes,like_sent_label,like_sent_score,dislikes,dislike_sent_label,dislike_sent_score,text_combined,text_sent_label,text_sent_score,consistency_label,rag_explanation,title,department,date
5.0,5.0,1,Salary increase,POSITIVE,1.0,Company policy is 👍 good,POSITIVE,1.0,salary increase company policy is good,POSITIVE,0.25,GENUINE,,Tally Operator,HR Operations Department,9 Jul 2019
5.0,5.0,1,Multi tasking Working style,POSITIVE,1.0,Salary/appraisal,POSITIVE,1.0,multi tasking working style salary/appraisal,POSITIVE,0.5,GENUINE,,Marketing Officer,Marketing Department,9 Jan 2019
4.0,4.0,1,LG company is good but due to manpower reduction their is no work life balance.If u want to work LG u don't have personal life.But their will be good learning & u will get good opportunities after working in LG,POSITIVE,1.0,No personal life,NEGATIVE,-1.0,lg company is good but due to manpower reduction their is no work life balance.if u want to work lg u don't have personal life.but their will be good learning u will get good opportunities after working in lg no personal life,NEGATIVE,-0.5,INCONSISTENT,,Senior Engineer 2,Procurement & Purchase Department,9 Aug 2018
5.0,5.0,1,Nothing,NEGATIVE,-1.0,Manager talking way is bad.. Nd no growth opportunitie,NEGATIVE,-1.0,nothing manager talking way is bad.. nd no growth opportunitie,NEGATIVE,-1.0,INCONSISTENT,,Service Engineer,"Operations, Maintenance & Support Department",1 Jan 2019
5.0,5.0,1,i like to solve the problem of the customer over on call ... and by lg i get more knowladge about products and about the new technology,POSITIVE,1.0,managment system,POSITIVE,1.0,i like to solve the problem of the customer over on call ... and by lg i get more knowladge about products and about the new technology managment system,POSITIVE,0.5,GENUINE,,Technical Support Exicutive,Ha and He Department,9 Oct 2018
4.0,4.0,1,Overall LG is good company in terms of professional growth and future learning.,POSITIVE,1.0,Overall LG company is average in terms of work life balance like office timings are very long and not good compensation. Also working culture is not so good. Being a korean MNC they are very hard on their policies and office decorum.,NEGATIVE,-1.0,overall lg is good company in terms of professional growth and future learning. overall lg company is average in terms of work life balance like office timings are very long and not good compensation. also working culture is not so good. being a korean mnc they are very hard on their policies and office decorum.,POSITIVE,0.25,GENUINE,,"Assistant Manager, Imports",SCM & Logistics Department,4 May 2018
5.0,5.0,1,I love my work and my teammates.evry time I'm learn of my work,POSITIVE,1.0,No I don't dislike my company  my company is best,POSITIVE,1.0,i love my work and my teammates.evry time i'm learn of my work no i don't dislike my company my company is best,POSITIVE,1.0,GENUINE,,Production Line Leader,Production  Department,4 Dec 2018
4.0,4.0,1,Every month  products training and planning for th,POSITIVE,1.0,The Company Commands the No1 Position in the Durables Industry and Has a Great Speed of Working with Regular Upgrades and New Ideas to adopt.,POSITIVE,1.0,every month products training and planning for th the company commands the no1 position in the durables industry and has a great speed of working with regular upgrades and new ideas to adopt.,POSITIVE,1.0,GENUINE,,Store Sales Executive,Retail & B2C Sales Department,3 Apr 2019
3.0,3.0,0,"Growth is extremely Slow in Lg.Although the compensation is good but in Sales Profile,a Person has to devote atleast 12 hours everyday to have a smooth Working",NEGATIVE,-1.0,Its innovation and motivation make the working style easy.,POSITIVE,1.0,"growth is extremely slow in lg.although the compensation is good but in sales profile,a person has to devote atleast 12 hours everyday to have a smooth working its innovation and motivation make the working style easy.",NEUTRAL,0.0,AMBIGUOUS,,Area Sales Manager,Enterprise & B2B Sales Department,6 May 2018
5.0,5.0,1,no dislike about working at LG Electronics India Pvt Ltd.,POSITIVE,1.0,,NEUTRAL,0.0,no dislike about working at lg electronics india pvt ltd.,POSITIVE,1.0,GENUINE,,Senior Sales Executive,Retail & B2C Sales Department,7 Oct 2018
5.0,5.0,1,"Fastest Growing company teaches you more. Learning is good , staff is very much co operative , working envirment is excellent .",POSITIVE,1.0,Work life balance is only the issue.,POSITIVE,1.0,"fastest growing company teaches you more. learning is good , staff is very much co operative , working envirment is excellent . work life balance is only the issue.",POSITIVE,0.5,GENUINE,,Branch Product Trainer,,7 Oct 2018
5.0,5.0,1,Safety is being take full care of,POSITIVE,1.0,Nothing,NEGATIVE,-1.0,safety is being take full care of nothing,NEGATIVE,-0.25,INCONSISTENT,,Counter Salesman,Voice / Blended Department,6 Aug 2020
4.0,4.0,1,"Good company to work with.
Pros:
Learning new concepts of industry.
Nice exposure.",POSITIVE,1.0,"Salary increments not good.
Poor work life balance due to high work pressure.",NEGATIVE,-1.0,good company to work with. pros: learning new concepts of industry. nice exposure. salary increments not good. poor work life balance due to high work pressure.,NEUTRAL,0.0,AMBIGUOUS,,Senior Engineer,,1 May 2022
3.0,3.0,0,All ac repair ring work,NEGATIVE,-1.0,All repairs working air conditione,NEGATIVE,-1.0,all ac repair ring work all repairs working air conditione,POSITIVE,1.0,AMBIGUOUS,,Air Conditioner Engeenior,,7 Oct 2019
5.0,5.0,1,Too good,POSITIVE,1.0,Null,NEGATIVE,-1.0,too good null,NEGATIVE,-0.75,INCONSISTENT,,Customer Care Officer,As supervisor  Department,9 Mar 2019
5.0,5.0,1,Work with LG is good experiences,POSITIVE,1.0,Nothing is dislike in company,POSITIVE,1.0,work with lg is good experiences nothing is dislike in company,POSITIVE,0.25,GENUINE,,Customer Service Engineer,Top Management Department,3 Feb 2019
5.0,5.0,1,My organisation is very good for all think but actually I want switch any where so that I can learn more.,NEGATIVE,-1.0,Career growth.,POSITIVE,1.0,my organisation is very good for all think but actually i want switch any where so that i can learn more. career growth.,POSITIVE,0.75,GENUINE,,Store Sales Executive,,1 Aug 2019
4.0,4.0,1,skill devlopment and reapair experions is good..new product and model handelas personal level is good,POSITIVE,1.0,there are maney pressurrise engginer to achive target,POSITIVE,1.0,skill devlopment and reapair experions is good..new product and model handelas personal level is good there are maney pressurrise engginer to achive target,POSITIVE,0.25,GENUINE,,Junior Engineer,Refrigerator SQA Department,6 Oct 2018
5.0,5.0,1,LG is a very reputed company & for employees it is a good platform to learn the multiple skills,POSITIVE,1.0,"Compensation is decent, but growth is slow. The work pleasure is very high during season time. Sometimes i have to work 12 hours straight in a day as I have to attend client work in the evening and sometimes late into the night.",POSITIVE,1.0,"lg is a very reputed company for employees it is a good platform to learn the multiple skills compensation is decent, but growth is slow. the work pleasure is very high during season time. sometimes i have to work 12 hours straight in a day as i have to attend client work in the evening and sometimes late into the night.",POSITIVE,0.5,GENUINE,,VOC Coordinator,Operations Department,7 May 2018
5.0,5.0,1,Gained good exposure and adopted new techniques and latest technology...,POSITIVE,1.0,Saturday working and growth is a question at some stage in Accounts,POSITIVE,1.0,gained good exposure and adopted new techniques and latest technology... saturday working and growth is a question at some stage in accounts,POSITIVE,0.75,GENUINE,,Accounts Manager,Accounting & Taxation Department,5 Sep 2018
4.0,4.0,1,Salary package  very down,NEGATIVE,-1.0,Ok,POSITIVE,1.0,salary package very down ok,NEGATIVE,-0.25,INCONSISTENT,,Customer Care Executive,Retail & B2C Sales Department,8 Apr 2019
4.0,4.0,1,Growth mindmakap in knowlage,POSITIVE,1.0,Missvihave  tolk to engineer,POSITIVE,1.0,growth mindmakap in knowlage missvihave tolk to engineer,NEUTRAL,0.0,AMBIGUOUS,,Sse,Retail & B2C Sales Department,4 Mar 2019
5.0,5.0,1,No payment without work bad experience,NEGATIVE,-1.0,Company only work importance not worker☹️,NEGATIVE,-1.0,no payment without work bad experience company only work importance not worker,NEGATIVE,-1.0,INCONSISTENT,,Service Engineer,"Operations, Maintenance & Support Department",8 Mar 2019
1.0,1.0,-1,..,POSITIVE,1.0,LG service team prompt supports for every times. I like lg service trouble shootings on site,NEGATIVE,-1.0,.. lg service team prompt supports for every times. i like lg service trouble shootings on site,POSITIVE,0.5,INCONSISTENT,,Rac Technician,Technicians Department,2 Aug 2020
4.0,4.0,1,Job is enjoyful,POSITIVE,1.0,Good experience for job,POSITIVE,1.0,job is enjoyful good experience for job,POSITIVE,0.5,GENUINE,,Sales Executive,,3 Oct 2019
5.0,5.0,1,"Job security is good and company culture is also very good,",POSITIVE,1.0,Nothing else,NEGATIVE,-1.0,"job security is good and company culture is also very good, nothing else",NEGATIVE,-0.25,INCONSISTENT,,Customer Executive Officer,Service Department,5 Mar 2019
3.0,3.0,0,Company is very fast paced and sales role is very challenging.,POSITIVE,1.0,"Zero work life balance, unnecessary pressure and no peer learning",NEGATIVE,-1.0,"company is very fast paced and sales role is very challenging. zero work life balance, unnecessary pressure and no peer learning",NEUTRAL,0.0,AMBIGUOUS,,Area Sales Manager,BD / Pre Sales Department,5 Aug 2018
1.0,1.0,-1,They teach you how the work is done. They are quick in taking approvals and actions to drive business.,POSITIVE,1.0,Horrible work environment. No work life balance. Need to work on holidays and Sunday’s.,NEGATIVE,-1.0,they teach you how the work is done. they are quick in taking approvals and actions to drive business. horrible work environment. no work life balance. need to work on holidays and sunday s.,NEGATIVE,-0.25,GENUINE,,Area Sales Manager,Sales Support & Operations Department,1 May 2023
3.0,3.0,0,If a person is able to work with LG Electronics then he can work with any company at ease. Working in LG will bring best of you if you spend some time in the LG.,POSITIVE,1.0,"Work life balance, pressure, seniors behaviour during slow market..humiliation given to employees.",NEGATIVE,-1.0,"if a person is able to work with lg electronics then he can work with any company at ease. working in lg will bring best of you if you spend some time in the lg. work life balance, pressure, seniors behaviour during slow market..humiliation given to employees.",NEUTRAL,0.0,AMBIGUOUS,,"Assistant Manager, LG ELECTRONICS",,4 Aug 2018
1.0,1.0,-1,Compensation,NEUTRAL,0.0,Pathetic work culture,NEGATIVE,-1.0,compensation pathetic work culture,NEGATIVE,-0.5,GENUINE,,Senior Marketing Executive,Marketing Department,7 Jan 2019
2.0,2.0,-1,"Lg best company 
  and manufacturing  company 
      ref r&d  1year. apprentice",NEGATIVE,-1.0,The LG company is so good for working and thier working culture is also good And also coleague behavior is so nice and farnkly so anyone is start his carreir with LG so he can start now because the Company is learn the life,POSITIVE,1.0,lg best company and manufacturing company ref r d 1year. apprentice the lg company is so good for working and thier working culture is also good and also coleague behavior is so nice and farnkly so anyone is start his carreir with lg so he can start now because the company is learn the life,POSITIVE,1.0,INCONSISTENT,,MECHANICAL.  RAC ENG,RAF R&D Department,6 Mar 2019
5.0,5.0,1,Not any thing i loved to work thier,NEGATIVE,-1.0,"The company really at a position where every of ous want a nature of joyful , healthy environment. I love the fact that i am a part of a team that enhance my skills and support me as there level best.",POSITIVE,1.0,"not any thing i loved to work thier the company really at a position where every of ous want a nature of joyful , healthy environment. i love the fact that i am a part of a team that enhance my skills and support me as there level best.",POSITIVE,0.25,GENUINE,,Regional Coordinator,Marketing Department,6 Aug 2018
